username,player_id,joined,is_active
praxis1,27354378,1604312100,1
premraaj90,11149068,1673286367,1
professortwitch,1579482,1584351999,1
progamer2340,256187827,1686305434,1
project_sb_2501,3079544,1383056659,1
prom1theus,94793724,1617628561,1
provice,2500705,1603469447,1
psych4052000,72548474,1603225511,1
puppy1134,49740490,1672184715,1
putman57,95435140,1660515426,1
q2pops,2019222,1505947985,1
rakieta1980,7736026,1633177937,1
ramichess,2456153,1664949870,1
rampantlou,13365526,1389896632,1
ravi54,22884424,1655809949,1
realbacano,116067840,1659131996,1
redsox1970,7481468,1652984990,1
revskip,12357604,1372794830,1
reyrambler1960,5348408,1392042681,1
rha3gar,12001426,1658009726,1
rhoscliff,16738776,1420972540,1
richmarsh,53205354,1661681930,1
ristoalexander,128670378,1659904533,1
rlparkeruk,20311700,1651233756,1
rml42,1375713,1662249081,1
rockbadger,10837,1413049311,1
rockfel22,37402420,1528025708,1
rofer19,69670750,1672098352,1
rollerball1,2090849,1420993276,1
royjeffrey,5835647,1653572662,1
rstables,23107234,1444481881,1
ryancheng1162,124068686,1658440897,1
sacbutt,12869576,1482612195,1
sagar459,37739992,1684517571,1
samafousi,1818411,1608004268,1
samsam06,15722032,1537117998,1
samybayatly,36041204,1648409265,1
santssants,196082577,1673781093,1
satyanugrahaputra,14412116,1586836373,1
saywhen,8664292,1652568291,1
schrob,17701796,1678207847,1
scouserone,86876962,1684344177,1
sectumsemprax,27949018,1655730720,1
senuja_illangakoon,91249376,1663250399,1
ser113g,192350969,1673756611,1
setora88,100093718,1673834990,1
settlepetal,121966884,1655662291,1
seventeenscents,180098575,1652422690,1
shack_b,9580190,1547898027,1
shanab12,170911611,1658471401,1
sharpie1981,5236028,1502971692,1
shax-mat,5038157,1366553286,1
shdk1980,29600980,1662291540,1
shnymola,51488338,1604756648,1
siddezra,48498634,1674816960,1
silverxantia,7625448,1362675488,1
six_coins,146755053,1662260002,1
skiggy61,25842416,1582926275,1
skua2020,32487058,1516470013,1
slbenfica456,179903277,1678039057,1
smcc89,250958175,1685563487,1
snakessssssssss,124827863,1670640099,1
sneakyqueen,2592997,1602255583,1
soeren164,118203064,1652106763,1
softjet,6500805,1583602107,1
solafuthi,5004904,1602311648,1
soldier-of-jesus,42799032,1573412397,1
soligo66,109002174,1658441531,1
somebodydidthis,70365172,1597270513,1
sparisote,23661592,1472291599,1
speedbird,1334371,1380628268,1
spikesdad,9444624,1376064247,1
spowmaster,4009484,1421276093,1
spyrosma,179864673,1673681852,1
squashcoach,2170511,1376670146,1
steadfast61,5155608,1406052725,1
stepan123123,34172624,1653064950,1
stephano75,78496528,1655145699,1
steve-rove,14655852,1389123157,1
steve2906,72556420,1599652140,1
steve_robinson,3283766,1389598308,1
steven_thijs,30741778,1675377756,1
sthbristolshifty,16113302,1420993943,1
stratanen,94703292,1665249160,1
superman0069,5973632,1390894015,1
svetozarsimov,42668602,1661416178,1
symphonicia,17158894,1401381628,1
tapietrick,117132056,1661347878,1
tarekmst2002,141724579,1654083806,1
tazbrushstrokes,21481698,1458921189,1
tbc76,1976005,1383165050,1
td_d,183371193,1666499402,1
tech603,28029438,1549652178,1
telemachus7,11418558,1595072659,1
temptedninja,49016186,1674040104,1
terentiusvarro,21534192,1451118394,1
terry222,2434088,1405790042,1
teutly,72781722,1674399891,1
the-wire,228016807,1683374829,1
theboo,1721213,1547327906,1
thecharityman,3977306,1466520961,1
thecloser80,164750535,1658057073,1
thecobwebby796,56622900,1672303751,1
thedogbobson,122115242,1658237093,1
thedrunkenmaster,6926795,1421335291,1
thefmp,59485712,1651353284,1
thelastqueen,31335574,1689083396,1
thelegend_10,154886047,1654823257,1
thepawnchef,8199942,1685035400,1
therealcheese27,127338246,1673916007,1
thereaperman,1964807,1422537887,1
theyear9876,2373225,1387890038,1
thinkingcarefully,94771170,1626768205,1
thinline,2555589,1414911849,1
thisnameistaken12,67208640,1603576912,1
thomasparr,42948908,1633849417,1
thomsjrj,5565384,1558426603,1
threesons,15303518,1551991512,1
tilbs_12,188913105,1673629106,1
tim15814,251066741,1684779331,1
tmeece63,7393953,1390745650,1
tomadlard,26290942,1457601899,1
tomahhawk,68098094,1634736880,1
tomh67,240713601,1678649651,1
tommy_zephyr,5144798,1363623121,1
tompko,9287428,1517844131,1
tony5816,22705674,1543492921,1
topcat1974,32111916,1504637553,1
trevoraw,99072884,1689193604,1
trigger2,13468256,1416145727,1
trix52,11643272,1656277181,1
trixter89129,8875034,1672697877,1
trumjeter,23922478,1480898730,1
trurojoe,1982195,1519111706,1
tt1499,28077630,1598217028,1
tunde_ajao,9875356,1453378076,1
tundradon,42063924,1532011939,1
ubergolfer,2346477,1539696348,1
ultimateshadowdragon,62265932,1563974178,1
upcomminggm,146426195,1658091589,1
ventingpoem2,149699457,1665988464,1
victorstenshin,44341752,1620841845,1
vikasgupta0205,97198318,1674628482,1
vikrams02,29632720,1581978691,1
vlad_tepes_iii,44409314,1652005771,1
vova346,70582054,1603867382,1
vy350wagon,11108054,1393317990,1
waialex,59082266,1626671051,1
wallace_wang,35869808,1598357890,1
wallyweinberger,24216030,1485457718,1
wearsider,4692851,1608571588,1
welsford,4649880,1526130782,1
whynotplayagain,7368179,1657840310,1
wightman,2406206,1464008344,1
willersdan,5468173,1513697481,1
willistheknight,76825030,1604087779,1
wizardaxe,22385808,1441461067,1
wolff-jones14321,136303454,1621626242,1
wonderfolly,13201302,1460455277,1
xacerimmer,167405423,1660723442,1
xandassu,32334892,1559524817,1
xrayas,95000696,1662309794,1
yavvee,94927396,1636586592,1
yelenofftroy,182099953,1674632621,1
yogabija,3829791,1463608233,1
yongo78,17840512,1563968838,1
youtube19,33522073,1603994181,1
yuwild,35044166,1690721807,1
zag91,63252298,1667342252,1
zagg5433,100714874,1667378355,1
zendak,62763894,1656040071,1
1337nickb,12694412,1657145248,0
4overnor,60544839,1667358628,0
a-marinho,159353297,1653504880,0
a_joy,61578950,1664625798,0
aayuchampion,11284314,1599808622,0
abduvali83,53141814,1680433820,0
aendayana77,45757856,1651671781,0
afcwheels22,172934249,1650635094,0
ahphoey,30278968,1658063294,0
ajv9legend,151177485,1674657442,0
alikingproo,69410410,1680435518,0
alsonnik,26184988,1609930665,0
anarchic,11539682,1483991060,0
andrevlok2019,66607940,1658247749,0
andriy_yaremovych,16328990,1652637795,0
angieren007,7482382,1374309937,0
angl1an,187148587,1655981647,0
anhtvt,148882405,1664683139,0
antreni,11141902,1381858289,0
apclay777,28608460,1665158177,0
artemchamp76,73244538,1606979809,0
asolo1,28996382,1664620716,0
aston_phil,10398438,1406280039,0
aurorababy,262555721,1682072396,0
ayanokoji_sama,183326255,1673776717,0
ayetiqwin,46695208,1578872589,0
ayo_void,241301519,1676305104,0
badknightfu8,157130307,1650553036,0
baduk_player,103110642,1616353375,0
barca4life06,133719152,1648485445,0
barvidus,145201555,1672991382,0
ben5bass,7021915,1640029866,0
beqa24,92522020,1653807444,0
bojanptkc,91961090,1653830595,0
boldgoose,52527097,1672220878,0
bot_boy,132635122,1646349684,0
braamsa,37308188,1652470507,0
c0110sus,195275087,1666544649,0
calcularlimitada,168145253,1663192051,0
canari20,167860775,1652559686,0
carpe_noctum,39371060,1523687655,0
catalinviscu,7904628,1389530607,0
champion0001,44357924,1672736301,0
chavezo,2311052,1652509633,0
chazzers60,6539676,1605688864,0
checkorov,94577852,1620677140,0
chess132704,170455159,1669913816,0
chesswizard2010,33538247,1525388301,0
chin_the_pin,210334021,1684909003,0
chinguunb,103301358,1652483629,0
choc2s,190750161,1669400104,0
chrisginger,21227704,1467662756,0
chriskill,20548132,1505503752,0
cosimawitch,12552112,1655833222,0
croftangry20,88470744,1646348113,0
cs_is_better,253238625,1678639136,0
czechmedved,162675419,1656706762,0
darn123,95708898,1669278639,0
darwere,71367156,1668302630,0
daveyboy04,2333987,1414598090,0
dawnchorus21,133424336,1618522756,0
dchapman196,98843430,1651795912,0
deadhedd,165577505,1672274641,0
deeeo,17360216,1664677846,0
defgecd69,104379958,1633174462,0
desert_storm1974,38830996,1659300643,0
dibumartinez23,75992282,1675151780,0
digitaylor,15180806,1404855437,0
dnrw9,4870045,1558514412,0
docexadrez,148603001,1648315061,0
donevpetar,135051440,1680433358,0
donnywithad,92716044,1651903225,0
doug7653,23443812,1441121653,0
dr_john_57,19840180,1467917674,0
dragonet35,86712314,1619536278,0
droolingdragon,115210506,1652834770,0
drzaiuss,48059340,1652635944,0
dumbdog62,10018878,1382372460,0
edilberto1960,152539413,1637372235,0
enhard,92294804,1690289220,0
ettoremajorana,9277758,1375456167,0
evilschemingbishop,2528803,1483878470,0
farhanhassan07,45026776,1674616959,0
fast_chesswins,272450545,1684517615,0
fieldsgood,5012123,1509798101,0
firefistdace,157173051,1653500791,0
floryano25,90277558,1653633860,0
francinildo1990,176392509,1660360519,0
gaborhorvath,42592306,1685105551,0
garyaaa,5086764,1680116920,0
gaston-david,87842762,1652833351,0
gholamrezamohammadi,42411256,1651903117,0
ghostwiz,152780477,1636134840,0
giancz91,10067496,1592240385,0
gibson2,29683674,1626585453,0
ginjaninja79,26083566,1457593418,0
gm_hikoru,182221745,1652078148,0
goldenhands7,105986710,1655811199,0
goodsoftheat,183279237,1663032617,0
gordonand,30443634,1510401143,0
gordonyoung,2173992,1373584829,0
graeme1982,64031138,1650922993,0
grantxiets,78577016,1605275991,0
great_champ,48586636,1653799777,0
guidetogrowth,200694107,1672179152,0
gushaz1,192095776,1674229855,0
hajiyev017,43106792,1653854557,0
harvey-nguyen,66152818,1670499494,0
havanminhtien,63929716,1650859511,0
hezza34,165675695,1664432348,0
houssammh,9923772,1650537842,0
hsacher,270042513,1687000946,0
iavashsa79,1598191,1662992179,0
ibnzajeb,115386652,1664940301,0
ilavarsanilavarasan,30967364,1648029449,0
iliemarginean,40228784,1644360239,0
ingmec99,72053240,1661965128,0
iraq_lion,12569756,1655303496,0
issambensmaili,69248674,1657225044,0
jackc96,13661848,1673197171,0
jake_foster,188393415,1683292347,0
janmajk,160280777,1681045849,0
jasknes77,101505296,1658902891,0
jaswant_s,155875279,1654847485,0
jay-tbadhours,143505129,1662923216,0
jenjake,182539001,1665148585,0
jhonsosa,44790644,1660519417,0
joaopaulomtmirandapeluchi,176224257,1653516939,0
john_warren,1774577,1675103694,0
jon031,4541952,1678434725,0
jon_howells,120837308,1633946235,0
jonasla97,11785610,1654209599,0
jonboi197501,87394936,1650799113,0
jonku_podzem,139975481,1664865333,0
jotecamo,74180764,1604453788,0
justanormalchess1,139003520,1635865635,0
kazutovn08,181913143,1653396392,0
kennyv,1808617,1364040520,0
kerniggut,28892280,1650798501,0
khupiscus,153629367,1634885536,0
killerinstinct33,143530311,1657471653,0
kirbyhasarevenge,121842392,1658243730,0
kliprsa,125631226,1653634722,0
krchessgames,233866291,1675365155,0
kuharigor1959,48201400,1657226763,0
kwa1,29871670,1605106623,0
lakesidefence,34553428,1543925025,0
lanceval,86702020,1651324882,0
lazarus599,126489620,1615916033,0
lazarus80,61614006,1575816757,0
leflaneurbreton,97222946,1653934573,0
legochessmastery,86777258,1614944026,0
leko7,89086080,1658242768,0
lenavb8,153956173,1662099870,0
ling1234,3663571,1483410405,0
littlemanpaul,149802675,1655131146,0
littlepuffling,111423538,1647882169,0
lizles21,6914781,1401499100,0
london717,4321741,1365316784,0
lord_edmund,166902511,1650998824,0
lostredoubt,23209486,1437848609,0
lucidlyall,23280766,1595177752,0
manuel269,86032044,1663367029,0
markbol,42046672,1653702680,0
markgaryjones,2288008,1380563298,0
mary6165,210381209,1672818622,0
matein8,2244399,1375123007,0
mazdadon,10808036,1553961062,0
mbry66,179758897,1672509926,0
mc2310,15325966,1460202728,0
mdoug,5898079,1372685501,0
mentaldepravity,43630176,1667478472,0
mentalhurricane,109084240,1653647978,0
mercedonyus,107416724,1651096522,0
mfh1974,95888002,1674651120,0
mickeyren1,5799079,1674730382,0
midnightmania,43047376,1673918674,0
mkamal100,29058174,1667769889,0
mogwai-1,18626922,1445883552,0
mohamed4365,56130522,1652384012,0
monarch757,46689934,1552054937,0
move_master11,85179424,1663619871,0
mr_o_brien,61773558,1674075452,0
mrmilvertoon,172278445,1659792493,0
musicplayer99,92451886,1602881272,0
mwt0003,33806912,1616703378,0
myauno,108309942,1656082963,0
na120831,188942693,1664913776,0
nannuetipitier,1113071,1672649076,0
nefasto973,91692270,1674734016,0
nevvverx,110030328,1667364399,0
ninifu,4130193,1653390462,0
noblesamwise,157697255,1634591699,0
norman_zhu2,94182268,1685773663,0
nostiken,19742088,1661634784,0
nsy2ndteam,6930293,1606708088,0
nuzniy24,57713430,1658250034,0
orank1234,155904515,1655070047,0
oscarcastle,16416740,1654814389,0
oscarpetherick,20555636,1654510148,0
owlman80,26026324,1657119073,0
palmeros48,37458160,1601631215,0
pathfinder64,34518192,1653150573,0
pawn_stack,9990740,1667494115,0
pawnpush78,192712813,1661109209,0
pc4eo,64057338,1663790471,0
petitesirah217,108534282,1627800018,0
petrie990,4757248,1664575849,0
phildor,1462461,1547132881,0
pietrocotroneo8,98348140,1633216122,0
ping59,9838798,1621459848,0
pinkrabbit,5165081,1669739088,0
prakash167,35774942,1527174332,0
prettyx,79039472,1658252688,0
quhar,108131122,1683062622,0
rakenightfur,162232665,1652747435,0
rash54,5732372,1421106510,0
rasputin1973,71084862,1662223983,0
rchrd1960,190759131,1670628417,0
reledger,171099217,1653327242,0
rev723,13732478,1645244516,0
rickwest69,64193066,1619566851,0
rnestito24,101840300,1657219787,0
robbie700,241393415,1676188981,0
robertkeitz111,9749534,1656507412,0
rohithafernando,120089468,1625959763,0
rubinho_1993,161374989,1666629889,0
ruixadrez27,191906291,1670629939,0
rusland1967,65488548,1605111265,0
ruznamamuna,48142934,1662131025,0
s0lm0,40663738,1653839169,0
salamamdrer6669,165752777,1664865842,0
sartresghost,8193042,1654539188,0
sasa333,8940426,1656020661,0
scarletsnail,97408806,1656075044,0
schesm,186469731,1672160027,0
screengazer,111454922,1611076090,0
sgd71,184644351,1680443366,0
shagmonkish,107739814,1666938904,0
shaolinkillerdeporco,73629008,1654561536,0
silveriombenzon,3449818,1667343360,0
simi_1111,159403623,1651835770,0
sirwasimmuridke99,170822031,1652890610,0
skibass,60385998,1652729796,0
skillz_hunter,195025395,1665318771,0
slav58,80752786,1620669431,0
smaribus,112531826,1652005773,0
smilingatthevoid,23038982,1654952446,0
snowycat,6567347,1429197246,0
sofko,16757970,1672177252,0
some_guy1one3,107954310,1654352207,0
spbvj7,187808503,1656232101,0
spiff21,152117031,1663265177,0
stephennelson-smith,3037129,1651564266,0
strim1,62958208,1654706924,0
stugiv,45388644,1614697889,0
sumy58,168555847,1650515293,0
sunidhi_018,162079531,1660378759,0
susanadualte,185802917,1655146396,0
tamirsoliman,7800084,1652206428,0
taner,1350929,1657362218,0
tar-aragorn_xiv,141882013,1652551713,0
tarek-sayed,28480750,1653837472,0
tarwana,174886949,1665465438,0
taxloss,12334346,1601297030,0
tendo89,138850956,1654545167,0
the-crooked-rook,78974142,1662099857,0
the_vicar_1,51895570,1551113129,0
thegedi,66892668,1572732650,0
thesaboteur,4340042,1670596790,0
thespockgambit,102929028,1662218709,0
tilbs11,67734002,1606839758,0
tomengelhardt,44048694,1653114468,0
tony_ferraro,146222013,1662210528,0
tpgmartin1,55251980,1554695971,0
ulisesplasencia,164565293,1647027595,0
universal_wave_fn,162571657,1661170020,0
vikingchucky,11744778,1655294246,0
walsamh,9573100,1610016984,0
warrior140,38410684,1667381936,0
wickedrooks,62099050,1663848521,0
wikkua,116314528,1625923474,0
wildrover137,12080990,1378677920,0
willowforest,10014040,1388944483,0
xueshanfeihu123,151700785,1662348706,0
yash_1434,175703507,1672701303,0
yassmenrosee,74807838,1680432743,0
you-win-sum,47603682,1657573176,0
yupi997,167286537,1657253109,0
yusifov2004,193809953,1673755013,0
zugzwischenzwang,157512535,1645206004,0
zxcghj,91767238,1662902413,0
